235,537,295,BHP1,"תואר עבודה",,15,"2010-10-18 14:56:55.000000","2010-10-18 14:56:55.000000",,,
262,573,330,BHP2,"תואר עבודה",,8,"2011-07-03 13:36:25.000000","2011-07-03 13:36:25.000000",,,
234,536,294,BHP3,"תואר עבודה",,11,"2010-10-18 14:56:39.000000","2010-10-18 14:56:39.000000",,,
35,276,36,BIH.CH,,,14,"2017-03-01 11:37:01.000000","2009-12-23 13:11:13.387000",,,
388,731,484,BiH.JCH,,,4,"2017-05-16 13:23:07.000000","2017-05-16 13:21:59.000000",,,
178,451,211,BK.HCH,,,22,"2009-12-23 13:11:14.373000","2009-12-23 13:11:14.373000",,,
181,454,214,BLR.CH,"אלוף בלרוס",,1924,"2011-09-18 14:38:08.000000","2009-12-23 13:11:14.387000",,,
279,588,345,BLR.GCH,"אלוף על בלרוס ",,63,"2011-08-24 12:24:49.000000","2011-08-24 12:24:49.000000",,,
56,491,251,BLR.JCH,"אלוף בלרוס צעיר",,197,"2011-08-24 12:23:41.000000","2010-03-08 16:20:31.000000",,,
346,664,419,BOL.J.CH.,"אלוף בוליביה צעיר",,1,"2013-04-04 14:21:49.000000","2013-04-04 14:21:49.000000",,,
345,663,418,BOLIVIA.CH,"אלוף בוליביה",,1,"2013-04-04 14:21:16.000000","2013-04-04 14:21:16.000000",,,
44,286,46,BOS&HER.CH,,,54,"2010-04-01 10:17:37.000000","2009-12-23 13:11:13.480000",,,
290,605,362,BOS&HER.JCH,"אלוף בוסניה הרצגובינה צעיר",,6,"2011-12-15 11:16:00.000000","2011-12-15 11:16:00.000000",,,
141,395,155,BOSNEI-CH,,,8,"2009-12-23 13:11:14.043000","2009-12-23 13:11:14.043000",,,
123,375,135,BR.CH,"אלוף ברזיל",,47,"2015-10-28 15:33:19.000000","2009-12-23 13:11:13.920000",,,
396,718,472,BR.GCH,"אלוף על ברזיל",,3,"2015-10-28 15:32:28.000000","2015-10-28 15:32:28.000000",,,
331,700,454,BR.JCH,"אלוף צעיר ברזיל",,1,"2015-10-28 15:33:03.000000","2015-03-29 16:57:46.000000",,,
288,603,360,BRAZ-CH,"אלוף ברזיל",,12,"2011-12-12 11:33:45.000000","2011-12-12 11:33:45.000000",,,
27,268,28,BUL.CH,"אלוף בולגריה",,558,"2010-03-31 12:44:04.000000","2009-12-23 13:11:13.293000",,,
216,512,272,BUL.GCH,"אלוף-על בולגריה",,63,"2019-02-26 17:57:27.000000","2010-05-05 17:46:57.000000",,,
240,542,300,BUL.JCH,"אלוף צעיר בולגריה",,32,"2010-11-30 13:28:14.000000","2010-11-30 13:28:14.000000",,,
467,775,525,BW-18,"Breed Winner 2018",,156,"2020-12-06 08:32:48.000000","2020-12-06 08:32:48.000000",,,
468,776,526,BW-19,"Breed Winner 2019",,147,"2020-12-06 08:34:01.000000","2020-12-06 08:34:01.000000",,,
475,783,533,BW-20,"Breed Winner 2020",,129,"2021-06-23 22:30:13.000000","2021-06-23 22:30:13.000000",,,
489,797,544,BW-21,"Breed Winner 2021",,150,"2021-12-08 15:09:42.000000","2021-12-08 15:09:42.000000",,,
507,0,546,BW-22,"Breed Winner 2022",BW-22,150,,,"2023-02-20 14:58:37","2023-03-27 23:27:03",
529,0,73,BW-23,"Breed Winner 2023",BW-23,162,,,"2024-01-09 10:40:04","2024-01-09 10:40:04",
554,0,624,BW-24,,"כלב השנה 2024",128,,,"2025-01-05 20:16:31","2025-01-05 20:16:31",
205,490,250,"BY J-CH","BY JCH",,107,"2010-03-08 15:31:21.000000","2010-03-08 15:31:21.000000",,,
72,319,79,BY-CH,,,217,"2009-12-23 13:11:13.623000","2009-12-23 13:11:13.623000",,,
377,708,462,BY.GCH,BY.GCH,,25,"2015-07-22 15:28:18.000000","2015-07-22 15:28:18.000000",,,
100,351,111,CAC,"מועמד לאליפות ישראל",,16160,"2010-04-01 10:18:32.000000","2009-12-23 13:11:13.780000",,,
29,270,30,CAC+CACIB,,,337,"2009-12-23 13:11:13.327000","2009-12-23 13:11:13.327000",,,
102,353,113,CACIB,"מועמד לאליפות יופי בינלאומית",,9290,"2010-04-01 10:18:54.000000","2009-12-23 13:11:13.780000",,,
5,246,6,"CACIB X5",,,17,"2009-12-23 13:11:13.013000","2009-12-23 13:11:13.013000",,,
505,0,612,CACIB-J,,JCACIB,533,,,"2022-12-22 12:32:01","2023-01-13 07:28:23",
506,0,611,CACIB-V,,VCACIB,136,,,"2022-12-22 12:32:21","2023-01-13 07:28:00",
509,0,702,CACT,CACT,"FCI IGP3",1,,,"2023-03-06 15:04:59","2023-03-06 15:11:26",
520,0,616,CAL1,"מבחן עבודה LAVORO רמה 1",CAL1,0,,,"2023-07-29 17:21:03","2023-07-29 17:21:03",
521,0,617,CAL2,"מבחן עבודה LAVORO רמה 2",CAL2,21,,,"2023-07-29 17:21:25","2023-07-29 17:21:25",
30,271,31,CAN.CH,"אלוף קנדה",,375,"2010-04-01 10:19:11.000000","2009-12-23 13:11:13.327000",,,
298,614,371,CAN.GCH,"אלוף על קנדה",,1,"2012-01-23 10:10:49.000000","2012-01-23 10:10:49.000000",,,
354,673,428,CAUC.CH,"אלוף קווקז",,6,"2013-10-08 12:17:41.000000","2013-10-08 12:17:41.000000",,,
340,658,413,CHI.CH,"אלוף צ'ילה",,21,"2012-12-30 11:41:20.000000","2012-12-30 11:41:20.000000",,,
357,676,431,CHINA.CH,"אלוף סין",,7,"2014-02-24 09:32:15.000000","2014-02-24 09:32:15.000000",,,
33,274,34,CL.CH,,,52,"2018-12-24 10:15:35.000000","2009-12-23 13:11:13.373000",,,
339,657,412,COL.CH,"אלוף קולומביה",,4,"2014-03-04 15:55:10.000000","2012-12-30 10:55:18.000000",,,
338,656,411,COSTA.CH,"אלוף קוסטה ריקה",,23,"2014-03-04 16:02:05.000000","2012-12-30 10:54:59.000000",,,
443,681,436,COSTA.JCH,"אלוף קוסטה ריקה צעיר",,3,"2014-03-05 09:12:10.000000","2014-03-05 09:12:10.000000",,,
172,444,204,CR.CH,"אלוף קרואטיה",,128,"2018-08-16 20:53:46.000000","2009-12-23 13:11:14.327000",,"2023-11-02 15:44:41",
